RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-1084,PARAMETER,hole size,IF-R4-07,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1085,PARAMETER,preload,IF-R4-07,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1086,PARAMETER,torque,IF-R4-07,,N·m,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1087,PARAMETER,friction,IF-R4-07,,dimensionless,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1088,PARAMETER,clamp load,IF-R4-07,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1089,PARAMETER,joint stiffness,IF-R4-07,,N/mm or N·m/rad,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,YES,NO,YES,
K-1090,PARAMETER,slip,IF-R4-07,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1091,PARAMETER,bearing capacity,IF-R4-07,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1092,PARAMETER,shear capacity,IF-R4-07,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1093,PARAMETER,tension capacity,IF-R4-07,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1094,PARAMETER,failure mode,IF-R4-07,,definition,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1095,PARAMETER,fastener type,IF-R4-08,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1096,PARAMETER,diameter,IF-R4-08,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1097,PARAMETER,grade,IF-R4-08,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1098,PARAMETER,quantity,IF-R4-08,,count,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1099,PARAMETER,spacing,IF-R4-08,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1100,PARAMETER,washer/nut,IF-R4-08,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1101,PARAMETER,hole size,IF-R4-08,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1102,PARAMETER,preload,IF-R4-08,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1103,PARAMETER,torque,IF-R4-08,,N·m,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1104,PARAMETER,friction,IF-R4-08,,dimensionless,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1105,PARAMETER,clamp load,IF-R4-08,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1106,PARAMETER,joint stiffness,IF-R4-08,,N/mm or N·m/rad,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,YES,NO,YES,
K-1107,PARAMETER,slip,IF-R4-08,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1108,PARAMETER,bearing capacity,IF-R4-08,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1109,PARAMETER,shear capacity,IF-R4-08,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1110,PARAMETER,tension capacity,IF-R4-08,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1111,PARAMETER,failure mode,IF-R4-08,,definition,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1112,PARAMETER,fastener type,IF-R4-09,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1113,PARAMETER,diameter,IF-R4-09,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1114,PARAMETER,grade,IF-R4-09,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1115,PARAMETER,quantity,IF-R4-09,,count,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1116,PARAMETER,spacing,IF-R4-09,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1117,PARAMETER,washer/nut,IF-R4-09,,,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1118,PARAMETER,hole size,IF-R4-09,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1119,PARAMETER,preload,IF-R4-09,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1120,PARAMETER,torque,IF-R4-09,,N·m,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1121,PARAMETER,friction,IF-R4-09,,dimensionless,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1122,PARAMETER,clamp load,IF-R4-09,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1123,PARAMETER,joint stiffness,IF-R4-09,,N/mm or N·m/rad,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,YES,NO,YES,
K-1124,PARAMETER,slip,IF-R4-09,,mm,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1125,PARAMETER,bearing capacity,IF-R4-09,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1126,PARAMETER,shear capacity,IF-R4-09,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1127,PARAMETER,tension capacity,IF-R4-09,,N,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1128,PARAMETER,failure mode,IF-R4-09,,definition,V7_R5_FASTENER,V7_ENGINEERING_R5/V7_FASTENER_JOINT_DEFINITION_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,04e62cf2baef4fc4a45c9286d69b0731c563fcd55e95b423cae266279ea5c7a8,V7-RC-005,MISSING,MISSING,FASTENER_JOINT_PENDING,None,Structural interface joint definition,Current fields are null / not released. No common fastener assumption allowed.,Released joint drawing + supplier fastener data + installation process,Critical,Controlled fastener/joint specification,,NO,NO,YES,
K-1129,PARAMETER,architecture,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1130,PARAMETER,mounting geometry,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1131,PARAMETER,axis,130L,,vector,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,YES,NO,YES,
K-1132,PARAMETER,stroke,130L,180,mm,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,ABSORBER_TEST_SPEC,High,Ride-down absorber,No validated component law; 180 mm is design reference only.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1133,PARAMETER,initial preload,130L,,N,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
